MADE BY @ALEXKATSON,,,,BUY ME A BEER,,,,,,,,,
Name,Position,School,Height,Weight,Hand,Arm,Wing,40,Bench,3-Cone,Shuttle,Vertical,Broad
John Smith,CB,Holy Cross,5101,191,0848,3228,7248,4.62,18,--,--,32.5,0908
Derek Ng,K,Holy Cross,5087,191,0848,2928,6900,DID NOT TEST - POSITIONAL ONLY,,,,,
James Nyamwaya,IDL,Merrimack,6040,294,0968,3428,7528,5.08,14,7.89,4.68,35,0903
Sean Coyne,WR,New Hampshire,,,,,,4.43,14,7.03,4.00,37.5,1000
Ike Ogbogu,QB,Houston,6002,206,0858,3058,7400,--,--,--,--,33.5,0908
Clayton Tune,QB,Houston,6024,220,0938,3138,7558,DID NOT TEST - COMBINE,,,,,
Ta'Zhawn Henry,RB,Houston,5060,171,0878,2848,6700,4.54,12,6.64,4.28,31,0908
KeSean Carter,WR,Houston,5097,176,0838,3318,7618,4.50,5,7.19,4.39,34.5,1004
Nathaniel Dell,WR,Houston,5083,165,0858,3048,7258,DID NOT TEST - COMBINE,,,,,
Christian Trahan,TE,Houston,6020,256,0978,3400,8148,5.31,11,7.82,4.70,24.5,0808
Atlias Bell,IDL,Houston,6007,260,0838,3138,7618,5.09,22,7.26,4.76,27,--
D'Anthony Jones,IDL,Houston,6003,276,0958,3200,7848,5.15,23,7.66,4.58,29,--
Jamykal Neal,IDL,Houston,6010,334,0878,3300,7968,5.64,19,8.02,4.83,21.5,0800
Derek Parish,EDGE,Houston,6004,241,0948,2928,7358,4.62,27,6.76,4.07,37,0910
Donavan Mutin,LB,Houston,5115,227,0948,3200,7628,4.66,14,7.28,4.33,36.5,1002
Jayce Rogers,CB,Houston,5067,166,0848,3000,7178,4.53,--,7.01,4.32,31,0908
Art Green,S,Houston,6012,198,0878,3078,7718,4.36,--,7.02,4.26,36,1002
Thabo Mwaniki,S,Houston,5097,193,0948,3078,7368,4.76,--,7.25,4.58,36,1002
Gervarrius Owens,S,Houston,6003,193,0948,3200,7800,4.57,--,6.75,4.09,--,--
EJ Burgess,RB,Franklin Pierce,5112,220,0958,3118,7618,4.80,21,7.31,4.44,33,0910
Otis Lanier,WR,Howard Payne,5080,180,0868,,7158,4.62,17,7.62,4.47,36,0911
Amaud Willis-Dalton,LB,McNeese State,6000,207,0938,,7478,4.56,--,6.40,4.19,37.5,1004
Jordan Boatman,OT,Sam Houston State,6056,318,1028,3448,8448,5.37,26,7.81,4.71,27.5,0903
Gleson Sprewell,S,Tennessee State,6010,192,0938,,7528,4.88,4,7.32,4.40,31.5,0911
Cole Tucker,WR,Northern Illinois,6010,193,0858,3038,7368,4.67,10,6.91,4.23,37,0907
Izayah Green-May,EDGE,Northern Illinois,6051,247,1000,3318,8038,4.90,10,7.08,4.38,30,0909
Michael Kennedy,EDGE,Northern Illinois,6006,230,0848,3038,7278,4.66,19,7.21,4.40,33.5,1001
Kyle Pugh,LB,Northern Illinois,5115,241,0958,3128,7548,5.04,16,7.84,4.53,34.5,1000
Jordan White,S,Northern Illinois,6013,199,0828,3058,7518,4.85,--,7.03,4.51,28.5,0903
Shaquan Oliver,FB,Kentucky State,5104,252,0968,3148,7438,5.17,17,7.75,4.87,27.5,0805
Dillon Thomas,S,Missouri State,6016,194,0858,3218,7728,4.53,11,6.89,4.18,33,0908
Jordan Cole,LB,SE Missouri State,6015,224,0938,3138,7918,4.76,16,6.88,4.38,33.5,1001
Austin Bohn,P,Ottawa (AZ),6022,186,0900,3168,7418,DID NOT TEST - POSITIONAL ONLY,,,,,
Jullen Ison,RB,Colorado Mesa,5060,197,,,,4.68,22,,4.20,38.5,0911
Reece Udinski,QB,Richmond,6035,224,0900,3100,7500,5.06,--,7.70,4.42,--,0900
Aaron Dykes,RB,Richmond,5097,198,0868,3038,7300,4.69,20,7.30,4.44,35,0908
Leroy Henley,WR,Richmond,6001,205,0848,3278,7868,4.69,16,7.12,4.50,33.5,0909
Drake Centers,G,Texas Southern,6033,300,1038,3468,7918,5.21,23,8.10,5.14,27,0809
Demontario Anderson,EDGE,Texas Southern,6015,240,0978,3428,7648,4.92,24,7.34,4.32,31,0906
Tarik Cooper,LB,Texas Southern,5106,249,0868,3338,7378,5.07,26,7.82,4.70,28,0807
Ellis Merriweather,RB,UMass,6010,220,0968,3328,7748,4.68,19,7.17,4.31,34.5,0906
Cameron Sullivan-Brown,WR,UMass,6010,188,0958,3148,7648,4.50,13,7.34,4.53,38.5,1003
Marcus Cushnie,EDGE,UMass,6004,251,0918,3128,7668,4.64,24,7.40,4.43,33.5,0903
Jalen Mackie,LB,UMass,6007,233,1018,3100,7428,4.93,18,7.18,4.47,31,0905
George Georgopoulos,P,Mississippi State,6020,226,1018,3128,7600,DID NOT TEST - POSITIONAL ONLY,,,,,
Tavion Thomas,RB,Utah,6003,237,0928,3118,7600,4.81,19,--,4.69,31.5,0907
Logan Kendall,FB,Utah,6024,249,0900,3128,7528,4.95,26,7.51,4.60,32,0904
Jaylen Dixon,WR,Utah,5087,169,0868,2978,7300,4.55,--,7.07,4.46,31,1001
Soloman Enis,WR,Utah,6027,207,0928,3238,7758,4.48,16,7.12,4.39,31,1001
Dalton Kincaid,TE,Utah,6035,246,1028,3258,7838,DID NOT TEST - BACK,,,,,
Braeden Daniels,G,Utah,6035,307,0938,3300,8178,DID NOT TEST - COMBINE,,,,,
Gabe Reid,EDGE,Utah,6011,243,0948,3100,7538,4.82,22,7.27,4.44,31.5,0907
Mohamoud Diabate,LB,Utah,6034,225,0968,3248,8000,4.52,20,6.96,4.25,34,1100
Clark Phillips III,CB,Utah,5090,184,0918,2918,7068,--,--,--,4.21,--,--
Stone Azarcon,S,Utah,6000,196,0900,3038,7338,4.70,20,7.15,4.21,34,1003
RJ Hubert,S,Utah,5112,199,1028,3218,7618,4.55,22,--,--,39,1008
Lachlan Pitts,TE,William & Mary,6054,253,1058,3228,7900,4.80,20,7.45,4.46,34.5,1000
Colby Sorsdal,OT,William & Mary,6053,304,1000,3300,7938,5.17,21,7.76,4.70,27.5,0904
Tye Freeland,S,William & Mary,5090,186,0800,3000,7100,4.55,13,7.70,4.40,35,1001
Tyler Beach,G,Wisconsin,6056,304,0948,3248,8028,5.32,21,7.82,4.76,31,0805
Joe Tippmann,C,Wisconsin,6060,313,1068,3268,8038,DID NOT TEST - HAMSTRING,,,,,
Keeanu Benton,IDL,Wisconsin,6036,309,0968,3378,8148,DID NOT TEST - COMBINE,,,,,
Nick Herbig,LB,Wisconsin,6021,240,0928,3128,7600,--,--,7.25,4.35,34,0906
Justin Clark,CB,Wisconsin,5104,181,0848,3138,7400,4.72,--,7.13,4.35,32.5,0907
Cedrick Dort Jr.,CB,Wisconsin,5106,189,0878,3128,7448,4.90,--,7.30,4.54,31,0903
Jay Shaw,CB,Wisconsin,5111,186,0878,2968,7258,4.73,13,7.15,4.17,32.5,0911
John Torchio,S,Wisconsin,6010,203,0968,3028,7468,4.90,--,7.26,4.33,32.5,0903
Andy Vujnovich,P,Wisconsin,6031,233,0958,3158,7718,4.80,21,7.18,4.42,36,1007
Adam Raine,IDL,Yale,6035,296,0978,3238,7900,5.32,24,7.28,4.64,27,0803
Reid Nickerson,EDGE,Yale,6033,237,0900,3100,7600,4.81,15,7.25,4.40,33,1000
Kyle Ellis,S,Yale,5103,192,0900,3048,7348,4.83,15,6.71,4.25,33.5,0907
Miles Oldacre,S,Yale,5101,196,0858,3118,7538,4.64,14,6.78,4.16,35,0904
Zay Flowers,WR,Boston College,5092,182,0928,2928,7228,DID NOT TEST - COMBINE,,,,,
Chibueze Onwuka,IDL,Boston College,5111,286,0968,3278,7928,5.14,25,7.47,4.72,30,0803
Marcus Valdez,EDGE,Boston College,6000,259,1028,3168,7800,4.81,22,7.14,4.36,32,0907
Jaiden Woodbey,LB,Boston College,6006,222,0968,3228,8000,4.87,20,6.97,4.14,35,0906
Jaren Hall,QB,BYU,6001,207,0948,2968,7178,4.64,--,7.06,4.19,--,--
Christopher Brooks,RB,BYU,6006,219,0848,3100,7548,4.63,21,7.13,4.35,37,1002
Houston Heimuli,FB,BYU,5104,261,0968,3078,7338,4.96,31,7.51,4.50,29.5,0903
Chris Jackson,WR,BYU,5087,181,0918,3078,7338,4.42,19,7.22,4.37,33.5,1000
Puka Nacua,WR,BYU,6015,210,0948,3148,7478,4.57,15,7.32,4.36,33,1001
Gunner Romney,WR,BYU,6020,183,0928,3138,7638,4.66,9,7.24,4.47,34,1000
Blake Freeland,OT,BYU,6077,302,1000,3378,8178,--,25,7.34,4.42,--,--
Harris LaChance,G,BYU,6064,304,0978,3268,7938,5.15,17,7.34,4.32,26,0807
Joe Tukuafu,C,BYU,6040,288,0958,3158,7718,5.04,--,7.66,4.75,26,0807
Lorenzo Fauatea,IDL,BYU,6030,296,1068,3328,8100,5.62,19,8.18,4.93,22,0710
Earl Tuioti-Mariner,IDL,BYU,6032,282,0938,3248,7848,5.11,--,7.82,4.70,33,0900
Payton Wilgar,LB,BYU,6031,230,0948,3078,7400,4.69,16,7.08,4.32,32,0909
Kaleb Hayes,CB,BYU,5114,194,0878,3258,7628,4.33,17,6.88,4.27,40,1008
D'Angelo Mandell,CB,BYU,6002,189,0918,3038,7618,4.48,13,7.44,4.59,30,0908
Matthew Criddle,S,BYU,6000,183,0878,3000,7448,4.62,--,6.94,4.20,35.5,1004
Jake Oldroyd,K,BYU,6003,190,--,--,--,DID NOT TEST - POSITIONAL ONLY,,,,,
Britton Hogan,LS,BYU,6011,185,0900,3200,7638,5.13,--,--,--,--,--
Jadakis Bonds,WR,Hampton,6033,206,0948,3278,7858,4.63,--,7.32,4.38,34,1003
Ohmante Jenkins,IDL,Hampton,6011,258,0938,3128,7858,5.20,17,7.78,4.95,26.5,0807
Andy Matthews,IDL,Hampton,6010,305,0818,3248,7758,5.24,26,8.02,4.96,32.5,0810
KeShaun Moore,IDL,Hampton,6012,272,1048,3218,7838,--,37,7.28,--,--,--
Michael Crawford,CB,Hampton,5115,185,0858,2978,7248,4.61,16,6.54,4.60,32.5,0906
Ali Shockley,S,Hampton,5103,185,0958,2948,7418,4.69,--,7.32,4.49,27.5,1005
Axel Perez,K,Hampton,5113,188,0878,3000,7278,DID NOT TEST - POSITIONAL ONLY,,,,,
Will Levis,QB,Kentucky,6037,229,1058,3200,7818,DID NOT TEST - COMBINE,,,,,
Chris Rodriguez Jr.,RB,Kentucky,5115,217,0858,3058,7358,4.52,--,--,4.31,33,0906
Tashawn Manning,G,Kentucky,6031,327,0968,3448,8248,DID NOT TEST - COMBINE,,,,,
Jordan Wright,EDGE,Kentucky,6033,243,0928,3338,8218,4.71,16,7.38,4.64,31,--
Jacquez Jones,LB,Kentucky,5117,227,0968,3128,7638,4.79,19,7.12,4.47,30,0911
DeAndre Square,LB,Kentucky,6004,226,1000,3300,7828,4.77,23,7.26,4.38,32,0902
Keidron Smith,CB,Kentucky,6020,201,0928,3128,7728,4.61,14,7.19,4.31,36,1006
Carrington Valentine,CB,Kentucky,5115,193,0928,3228,7600,4.44,--,--,4.15,--,--
Tyrell Ajian,S,Kentucky,5103,196,0978,3000,7368,4.66,13,7.30,4.36,33.5,1000
Matt Ruffolo,K,Kentucky,5091,204,0900,2800,6948,DID NOT TEST - POSITIONAL ONLY,,,,,
Colin Goodfellow,P,Kentucky,6012,226,0918,3000,7448,DID NOT TEST - POSITIONAL ONLY,,,,,
Barrett Banister,WR,Missouri,6002,194,0900,2918,7238,4.89,9,7.18,4.35,30.5,0902
Kibet Chepyator,TE,Missouri,6070,251,0938,3268,7868,4.81,18,7.44,4.56,33,1001
DJ Coleman,EDGE,Missouri,6050,264,0978,3418,8228,4.78,27,7.50,4.60,28.5,0900
Isaiah McGuire,EDGE,Missouri,6043,268,0858,3378,8200,DID NOT TEST - COMBINE,,,,,
Martez Manuel,S,Missouri,6000,217,0918,3168,7638,4.60,16,--,--,34.5,1001
Sean Koetting,P,Missouri,6034,217,0900,3228,7818,DID NOT TEST - POSITIONAL ONLY,,,,,
Jake Hoffman,LS,Missouri,6040,233,0868,3078,7478,5.08,--,7.30,4.60,27,0901
Devin Stockard,LB,Central Methodist,6016,220,0900,3128,7618,5.04,--,--,--,--,--
Payton Rose,WR,Lindenwood,5114,190,0958,3158,7628,4.73,4,7.07,4.44,28,0906
Stefan Camplin,S,Missouri S&T,5096,194,0918,3028,7338,4.66,--,--,--,--,--
Jamie Tago,IDL,Missouri Southern,6052,275,1118,3338,7958,DID NOT TEST - HAMSTRING,,,,,
Richard Jordan Jr.,LB,Missouri Southern,5106,215,0938,3018,7300,4.64,--,7.40,4.25,34.5,0908
Jason Shelley,QB,Missouri State,5102,197,1018,3068,7548,4.70,--,7.10,4.29,32,0908
Ty Scott,WR,Missouri State,6012,199,0948,3278,7928,4.59,13,7.04,4.41,33.5,1002
Montrae Braswell,CB,Missouri State,5112,190,0948,3048,7328,4.53,10,7.25,4.47,30,1010
Kyriq McDonald,S,Missouri State,5092,218,0958,3148,7678,4.67,13,7.33,4.50,32,0906
AJ Crayton,EDGE,Missouri Western,6023,249,0978,3218,7868,4.71,17,7.30,4.44,31.5,0910
Isaac Wallace,LB,Missouri Western,6010,235,0868,3138,7668,4.86,--,--,--,--,--
DJ Stirgus,CB,Missouri Western,6004,204,0878,3138,7700,4.52,13,7.08,4.40,32,1002
Kobe Cummings,S,Missouri Western,5104,198,0918,2948,7238,4.66,10,7.12,4.28,31.5,1000
Cooper Callis,QB,Southwest Baptist,6015,202,0848,2900,7148,4.77,--,7.15,4.44,33,0906
Avery Davis,WR,Notre Dame,5106,199,0848,3168,7668,4.64,12,--,4.37,--,--
Michael Mayer,TE,Notre Dame,6044,249,0948,3158,7628,--,21,7.26,4.44,--,--
Josh Lugg,G,Notre Dame,6066,306,0948,3138,7778,5.87,26,8.26,5.03,25.5,0806
Jarrett Patterson,G,Notre Dame,6051,306,1000,3138,7700,--,24,7.76,4.84,--,--
Jayson Ademilola,IDL,Notre Dame,6031,280,1028,3368,8000,5.15,25,7.83,4.63,33,0902
Chris Smith,IDL,Notre Dame,6012,302,0978,3128,7628,5.08,37,7.25,4.60,31,0901
Justin Ademilola,EDGE,Notre Dame,6013,254,1028,3318,7718,5.02,22,7.65,4.65,32,0902
Isaiah Foskey,EDGE,Notre Dame,6051,264,0978,3400,8128,DID NOT TEST - COMBINE,,,,,
Bo Bauer,LB,Notre Dame,6023,240,0868,3200,7548,--,30,--,--,--,--
Ta'Riq Bracy,CB,Notre Dame,5102,182,0918,3128,7348,4.66,12,7.32,4.45,38.5,1003
Brandon Joseph,S,Notre Dame,6003,202,0900,3078,7468,4.70,--,6.84,4.22,34.5,--
Blake Grupe,K,Notre Dame,5067,152,0858,2768,6638,DID NOT TEST - POSITIONAL ONLY,,,,,
Dante Hendrix,WR,Indiana State,6015,208,0918,3048,7468,4.77,14,7.00,4.31,31.5,0904
Jafar Armstrong,WR,Western Illinois,6002,224,0900,3158,7428,4.72,20,7.08,4.26,33.5,0908
Donta Anthony Jr.,TE,Old Dominion,6055,235,0958,3138,7838,5.18,14,7.54,4.74,31,0811
Zack Kuntz,TE,Old Dominion,6073,255,1028,3400,8318,DID NOT TEST - COMBINE,,,,,
Nick Saldiveri,OT,Old Dominion,6062,318,1028,3328,8128,DID NOT TEST - COMBINE,,,,,
Tyran Hunt,G,Old Dominion,6063,308,1000,3278,8068,5.04,20,7.67,5.00,28.5,0811
Tyre Bibby,IDL,Old Dominion,6031,276,0878,3118,7638,5.39,13,7.87,4.81,26,0808
Marcus Haynes,EDGE,Old Dominion,6043,233,1038,3348,8318,4.83,20,7.09,4.51,34.5,0911
Ryan Henry,LB,Old Dominion,6005,223,0900,3168,7638,4.73,20,7.05,4.38,30,0910
Steven Williams,LB,Old Dominion,6032,228,1038,3258,8028,4.85,13,7.02,4.52,34.5,1006
Tobias Harris,CB,Old Dominion,5070,176,0968,3100,7400,4.51,10,6.87,4.21,37,0908
Tre Hawkins III,CB,Old Dominion,6017,188,0900,3218,7768,4.42,17,6.74,4.22,37.5,1009
R'Tarriun Johnson,S,Old Dominion,5095,198,0900,3000,7278,4.75,22,6.95,4.46,36.5,0909
Dominik Soos,K,Old Dominion,6002,210,0938,3100,7378,DID NOT TEST - POSITIONAL ONLY,,,,,
BR Hatcher,LS,Old Dominion,6040,242,1000,3148,7828,5.02,22,--,--,32,--
Sean Clifford,QB,Penn State,6020,218,0958,3158,7668,4.62,--,6.84,4.25,30.5,0908
Mitchell Tinsley,WR,Penn State,6000,199,1000,3238,7558,4.59,--,6.70,4.14,--,--
Parker Washington,WR,Penn State,5096,204,1018,2900,7200,DID NOT TEST - ANKLE,,,,,
Brenton Strange,TE,Penn State,6037,253,0958,3118,7518,DID NOT TEST - COMBINE,,,,,
Juice Scruggs,C,Penn State,6032,305,1028,3328,8168,--,--,--,4.63,--,--
PJ Mustipher,IDL,Penn State,6037,320,0900,3268,7938,DID NOT TEST - COMBINE,,,,,
Nick Tarburton,EDGE,Penn State,6031,252,0968,3238,7848,4.80,25,7.10,4.40,29,0908
Joey Porter Jr.,CB,Penn State,6024,198,1000,3400,8078,--,--,--,--,37.5,1011
Ji'Ayir Brown,S,Penn State,5113,203,1018,3128,7568,4.58,--,--,4.21,35.5,1004
Jonathan Sutherland,S,Penn State,5111,202,0918,3038,7418,4.58,25,6.96,4.21,37.5,1003
Jake Pinegar,K,Penn State,6030,192,0918,3128,7668,DID NOT TEST - POSITIONAL ONLY,,,,,
Barney Amor,P,Penn State,6007,194,0918,3118,7478,DID NOT TEST - POSITIONAL ONLY,,,,,
Chris Stoll,LS,Penn State,6027,255,0900,3078,7658,4.92,11,--,--,--,--
BJ Busbee,WR,Texas A&M Commerce,5067,155,0848,2948,7138,4.68,--,7.54,4.49,31.5,0900
JT Smith,WR,Texas A&M Commerce,5105,186,0900,3148,7528,4.39,--,7.18,4.40,39,1101
Kenedy Snell,WR,Texas A&M Commerce,5066,174,0928,2948,6748,4.47,15,7.59,4.58,34.5,0901
Jo-Bentley Keilani,G,Texas A&M Commerce,6013,366,1000,3178,7548,6.13,24,8.89,5.62,21.5,--
Solomon Ndukwe,G,Texas A&M Commerce,6022,316,0900,3368,7938,5.38,18,8.68,5.40,24,0800
Ben Hutch,IDL,Texas A&M Commerce,6026,282,0968,3448,7918,5.46,12,--,5.13,26,0804
Celestin Haba,EDGE,Texas A&M Commerce,6016,243,0968,3228,7648,4.69,23,7.79,4.41,37.5,0910
Justice Williams,EDGE,Texas A&M Commerce,6040,245,0868,3348,7968,5.12,15,8.05,5.05,31,0901
Michael Noble,LB,Texas A&M Commerce,5115,227,0948,3118,7378,4.82,25,7.58,4.43,32,0905
Dee Walker,LB,Texas A&M Commerce,6013,227,0948,3300,7948,5.07,16,7.75,4.47,28,0901
D'Ante Smith,CB,Texas A&M Commerce,5106,194,0928,3100,7438,4.57,9,7.11,4.13,35,1004
Darius Williams,CB,Texas A&M Commerce,5092,187,0948,3078,7248,4.68,--,7.04,4.32,39.5,1007
Jaleel McLaughlin,RB,Youngstown State,5082,192,0848,3028,7200,4.46,17,7.43,4.30,31,0907
Mike McAllister,C,Youngstown State,6025,305,0958,3148,7878,5.10,24,7.64,4.63,29.5,0811
Colt McFadden,K,Youngstown State,5107,195,0918,2900,7118,DID NOT TEST - POSITIONAL ONLY,,,,,
Paddy Lynch,P,Youngstown State,6014,195,0928,3168,7428,DID NOT TEST - POSITIONAL ONLY,,,,,
Duane Brown,WR,Indiana (PA),5111,185,0918,2968,7168,4.64,18,7.28,4.19,34,0909
Dominick Fiscelli,WR,Northern State,5085,181,0900,2858,6718,4.52,15,7.15,4.29,32.5,0909
Chris Brimm,QB,Notre Dame (OH),5102,215,0958,3178,7468,--,--,--,--,27.5,0807
Kevin Hyde,CB,Slippery Rock,5101,187,0878,2900,7048,4.78,16,7.20,4.40,32,0908
Xazavian Valladay,RB,Arizona State,5112,204,0848,3068,7618,4.46,22,7.00,4.32,40,1003
Case Hatch,FB,Arizona State,6005,233,0900,3028,7338,4.81,27,7.45,4.38,34,0906
Charles Hall,WR,Arizona State,5105,200,0938,3148,7578,4.33,13,7.02,4.44,40.5,1101
Bryan Thompson,WR,Arizona State,6014,195,0968,3258,7838,4.54,9,7.09,4.31,34,1104
Henry Hattis,G,Arizona State,6060,278,1158,3468,8328,5.50,26,8.07,4.72,--,--
Des Holmes,G,Arizona State,6047,307,0948,3238,7800,--,23,--,--,--,--
Chris Martinez,G,Arizona State,6035,301,0948,3218,8028,5.35,28,7.65,4.90,32,0903
B'Ahmad Miller,IDL,Arizona State,6021,295,0948,3200,7748,--,20,--,5.02,27.5,0808
TJ Pesefea,IDL,Arizona State,6032,314,1018,3268,7968,--,16,8.23,5.07,25.5,0801
Nesta Jade Silvera,IDL,Arizona State,6020,311,0978,3278,7858,--,21,--,--,--,--
Travez Moore,EDGE,Arizona State,6027,253,1028,3378,8100,4.73,25,7.27,4.59,33,1000
Merlin Robertson,LB,Arizona State,6023,226,0938,3148,7628,4.75,20,7.19,4.47,33,1001
Kyle Soelle,LB,Arizona State,6031,231,1018,3158,7478,4.60,24,6.90,4.32,33,0910
Timarcus Davis,CB,Arizona State,5111,180,0968,3058,7648,4.52,10,6.65,4.12,41,1102
Khoury Bethley,S,Arizona State,5091,196,0918,3118,7358,4.75,18,6.88,4.25,34.5,0907
Avery Demmons,OT,Idaho State,6050,311,0878,3248,7928,5.30,14,8.40,5.00,27,0804
Dillon Sterling-Cole,QB,Midwestern State,6026,217,1000,3218,7768,4.97,8,7.90,4.56,28,0902
Cosmas Kwete,IDL,Northern Arizona,6013,267,0918,3338,8000,5.13,20,7.89,4.96,28,0808
Skyler Perry,QB,Arkansas Pine Bluff,6021,202,0918,3178,7738,4.58,--,7.74,4.64,31,0909
Mark Evans II,OT,Arkansas Pine Bluff,6024,303,1038,3238,7900,5.53,21,7.71,4.77,25,0806
Wankeith Akin Jr.,CB,Arkansas Pine Bluff,5083,170,0918,3058,7618,4.74,8,6.89,4.15,32,0908
Cristofer Thompson,K,Arkansas Pine Bluff,5083,174,0878,3058,7438,4.69,5,--,--,30,0905
Josh Sanchez,P,Arkansas Pine Bluff,5105,215,0900,2958,7158,--,13,--,--,22,0800
Jayshon Jackson,WR,Ball State,5100,182,0878,2978,7328,4.62,--,7.10,4.38,31.5,0909
Yo'Heinz Tyler,WR,Ball State,6027,201,0948,3258,7900,4.62,11,7.20,4.52,36,1002
Nic Jones,CB,Ball State,5117,189,1000,3238,7668,4.58,9,--,4.31,35,--
Amechi Uzodinma II,CB,Ball State,5106,189,0868,3100,7378,4.61,6,7.19,4.40,36,0908
Jaquan Amos,S,Ball State,6001,196,1018,3078,7400,4.54,9,6.85,4.34,35,1000
Gavin Holmes,WR,Baylor,5100,200,0900,3048,7218,4.45,19,7.15,4.46,36,1003
Ben Sims,TE,Baylor,6045,250,0948,3318,8018,4.59,15,7.46,4.41,36,1002
Connor Galvin,OT,Baylor,6065,299,0900,3238,7838,DID NOT TEST - COMBINE,,,,,
Khalil Keith,OT,Baylor,6040,314,0928,3248,7948,5.15,26,--,--,26,0805
Grant Miller,G,Baylor,6033,306,1048,3300,8100,5.48,19,7.97,4.79,24,0806
Siaki Ika,IDL,Baylor,6027,347,1028,3238,7578,DID NOT TEST - COMBINE,,,,,
Chidi Ogbannaya,IDL,Baylor,6047,298,1000,3448,8248,5.37,24,8.22,4.84,30,0908
Jaxon Player,IDL,Baylor,5114,285,0938,3100,7618,4.88,--,7.78,4.70,28,0809
Brayden Utley,IDL,Baylor,6006,260,1018,3200,7848,5.03,19,7.81,4.64,28.5,0904
Jacob Gall,C,Baylor,6020,296,0948,3118,7600,5.16,21,7.65,4.73,27.5,0802
Dillon Doyle,LB,Baylor,6030,238,0938,3118,7400,DID NOT TEST - KNEE,,,,,
Mark Milton,CB,Baylor,6010,186,0818,3148,7418,4.47,12,7.45,4.40,35,1000
Byron Hanspard Jr.,S,Baylor,5107,180,0818,3118,7358,4.55,5,7.48,4.48,34,1008
Christian Morgan,S,Baylor,6004,200,1000,3018,7438,4.52,17,7.18,4.32,40.5,1011
Issac Power,P,Baylor,6014,206,0900,2918,7100,DID NOT TEST - POSITIONAL ONLY,,,,,
Kurt Rafdal,TE,Boise State,6063,234,0928,3318,7878,5.01,14,7.20,4.81,29,0900
John Ojukwu,OT,Boise State,6056,309,1068,3400,8358,DID NOT TEST - COMBINE,,,,,
Scott Matlock,IDL,Boise State,6041,296,0900,3268,7838,4.98,29,7.31,4.59,29.5,0905
Divine Obichere,IDL,Boise State,6023,277,0928,3338,8000,4.90,18,7.60,4.74,28.5,0905
George Tarlas,EDGE,Boise State,6031,253,0978,3218,7818,4.88,22,6.97,4.53,27.5,0903
Ezekiel Noa,LB,Boise State,5111,235,0948,3138,7458,4.78,21,7.22,4.42,31,0908
Caleb Biggers,CB,Boise State,5102,202,0928,3118,7538,4.58,23,7.01,4.25,33.5,--
Tyric LeBeauf,CB,Boise State,6020,182,0848,3268,7900,4.69,--,6.95,4.38,33.5,0904
Tyreque Jones,S,Boise State,6016,195,0958,3368,8038,--,9,7.05,--,32,--
JL Skinner,S,Boise State,6036,209,0828,3200,--,DID NOT TEST - PECTORAL,,,,,
Dorian Hardin,CB,Idaho College,5095,176,0968,3038,7468,4.65,15,7.32,4.75,36.5,1007
RaShawn Allen,RB,Duke,5072,206,0968,3068,7318,4.67,24,7.33,4.40,31,0909
Eric Gallman II,WR,Duke,5082,182,0938,2958,7118,5.05,--,7.20,4.42,29.5,0900
Andre Harris,G,Duke,6030,313,1058,3338,8058,5.35,23,7.90,5.00,29,0808
Chance Lytle,G,Duke,6063,314,1000,3328,8168,5.25,19,--,--,27.5,0900
Shaka Heyward,LB,Duke,6027,235,0948,3400,8078,DID NOT TEST - COMBINE,,,,,
Datrone Young,CB,Duke,5090,171,0958,3148,7300,4.59,--,6.93,4.39,37,1003
Darius Joiner,S,Duke,6003,201,0918,3078,7658,4.71,--,7.15,4.38,36,1001
Evan Deckers,LS,Duke,6027,245,0978,3128,7558,5.15,10,7.87,4.65,28,0806
Colby Cooper,WR,Charleston,5093,175,0928,3018,7400,4.58,--,7.37,4.38,33,1001
Dorian Hall,S,Florida International,6044,203,0928,3168,7678,4.88,--,7.60,4.70,30,0903
Noah Curtis,IDL,Keiser,6052,272,0978,3200,7778,5.28,17,7.71,4.60,26,0811
Kaylan Wiggins,QB,Southeastern,6014,204,0948,3138,7400,4.81,--,7.53,4.64,31,1002
Santee Marshall,RB,Jackson State,5077,158,0768,3068,7200,4.66,--,7.16,4.50,28.5,0900
Dallas Daniels,WR,Jackson State,5102,184,0900,3138,7268,4.63,--,7.33,4.52,32.5,0906
Tony Gray,G,Jackson State,6050,311,0968,3378,8238,5.58,--,8.62,5.03,24.5,0711
Demetri Jordan,G,Jackson State,6037,348,0948,3268,8028,5.99,17,8.95,5.31,20.5,0702
Jason Mercier,EDGE,Jackson State,6032,246,0978,3500,8248,4.90,16,7.71,4.62,27,0906
Aubrey Miller Jr.,LB,Jackson State,5112,229,0868,3100,7578,4.71,23,7.30,4.60,35.5,0907
Isaiah Bolden,CB,Jackson State,6022,201,0868,3268,7600,4.35,--,--,4.63,38,1009
De'Jahn Warren,CB,Jackson State,5107,182,0938,2948,7258,4.62,--,7.37,4.52,31,1002
Lane McGregor,P,Jackson State,5083,196,0900,2918,6918,DID NOT TEST - POSITIONAL ONLY,,,,,
Aarion Hartman,LS,Jackson State,5101,257,0848,2948,7238,5.22,17,9.00,5.00,21.5,0803
Dohnte Meyers,WR,Delta State,5092,188,0878,3100,7238,4.54,15,6.99,4.23,35,1006
Nicholas Melsop,OT,Delta State,6061,332,0968,3318,7818,5.35,24,8.50,4.88,27.5,0802
