MADE BY @ALEXKATSON,,,,BUY ME A BEER,,,,,,,,,
Name,Position,School,Height,Weight,Hand,Arm,Wing,40,Bench,3-Cone,Shuttle,Vertical,Broad
Eddie Ogamba,K,South Dakota,6002,211,0948,3148,7548,--,17,--,--,--,--
Dalton Godfrey,LS,South Dakota,6011,237,0868,2958,7278,5.01,19,7.15,4.46,33,0906
Luke Chuol,EDGE,Northern State,6023,257,0958,3318,8000,5.21,16,8.32,5.12,28,0903
Max Duggan,QB,TCU,6014,207,0978,3038,7338,DID NOT TEST - COMBINE,,,,,
Emari Demercado,RB,TCU,5093,213,0948,3258,7448,4.44,19,7.00,4.15,32,0911
Kendre Miller,RB,TCU,5111,215,0938,3238,7848,DID NOT TEST - KNEE,,,,,
Taye Barber,WR,TCU,5095,180,0918,3128,7300,4.45,12,7.13,4.40,32.5,0907
Derius Davis,WR,TCU,5083,165,0800,2928,6900,--,17,7.23,4.44,30.5,0907
Gunnar Henderson,WR,TCU,5071,174,0848,2938,6848,4.56,15,--,--,33.5,0905
Quentin Johnston,WR,TCU,6026,212,0958,3358,8158,4.52,--,7.31,4.28,--,--
Steve Avila,G,TCU,6034,332,0928,3300,7800,DID NOT TEST - COMBINE,,,,,
Alan Ali,C,TCU,6042,301,0948,3278,7758,5.24,--,7.94,4.91,26.5,0805
Terrell Cooper,IDL,TCU,6012,281,0928,3300,7828,5.21,22,8.11,4.75,23,0803
George Ellis III,IDL,TCU,6021,283,0968,3200,7768,5.18,22,8.07,5.00,26.5,0808
Lwal Uguak,IDL,TCU,6036,261,1038,3358,8148,4.98,18,7.70,4.67,29,0908
Dylan Horton,EDGE,TCU,6040,262,0948,3318,7848,4.74,--,7.43,4.53,--,--
Dee Winters,LB,TCU,5110,227,0858,3158,7500,--,20,--,4.46,31.5,0908
Tre'Vius Hodges-Tomlinson,CB,TCU,5075,178,0858,2900,7048,DID NOT TEST - COMBINE,,,,,
Hendon Hooker,QB,Tennessee,6032,217,1048,3300,7928,DID NOT TEST - KNEE,,,,,
Jalin Hyatt,WR,Tennessee,6001,184,0900,3248,7758,--,--,7.06,4.33,--,--
Cedric Tillman,WR,Tennessee,6033,213,1000,3268,7928,4.58,--,7.32,--,36.5,--
Princeton Fant,TE,Tennessee,6012,243,0968,3100,7628,--,19,--,--,--,--
Darnell Wright,OT,Tennessee,6053,333,0900,3368,8200,--,--,--,4.72,28.5,--
Jerome Carvin,G,Tennessee,6041,307,0968,3448,8248,5.49,21,--,4.70,24,0802
LaTrell Bumphus,IDL,Tennessee,6031,277,0968,3348,7748,4.90,--,7.55,4.58,28.5,0904
Byron Young,EDGE,Tennessee,6023,250,0928,3248,7918,DID NOT TEST - COMBINE,,,,,
Jeremy Banks,LB,Tennessee,6006,232,0948,3200,7728,DID NOT TEST - COMBINE,,,,,
Solon Page III,LB,Tennessee,6015,220,0878,3300,7878,4.74,18,7.43,4.72,29,0809
Trevon Flowers,S,Tennessee,5106,200,--,--,--,DID NOT TEST - ILLNESS,,,,,
Chase McGrath,K,Tennessee,5113,202,0800,3148,7348,DID NOT TEST - POSITIONAL ONLY,,,,,
Paxton Brooks,P,Tennessee,6052,201,0968,3148,7600,DID NOT TEST - POSITIONAL ONLY,,,,,
Braxton Westfield,WR,Carson-Newman,6025,205,1000,3400,7848,4.53,15,7.34,4.46,37,1008
Ty Boeck,LB,Chattanooga,6001,227,0948,3200,7428,4.72,27,6.86,4.53,30,0907
Jacob Saylors,RB,East Tennessee State,5101,199,0900,2900,6848,4.66,13,7.65,4.50,32,0904
Andrew Farmer II,EDGE,Lane,6030,250,1018,3228,7918,4.79,25,7.72,4.59,38,1005
JJ Holloman,WR,Tennessee State,6017,211,0948,3328,8000,4.56,13,7.36,4.41,37,1007
Joshua Trueheart,TE,Tennessee State,6050,254,,,,4.70,20,7.40,4.70,31,1001
Robert Lacey III,OT,Tennessee State,6030,340,,,,5.90,20,--,--,--,--
Christopher Georgia,G,Tennessee State,6030,328,,,,5.60,--,8.21,4.98,23,0710
Jahsun Bryant,LB,Tennessee State,6020,225,,,,4.79,16,--,--,32.5,0910
Colton Dowell,WR,UT Martin,6027,212,0928,3200,7668,4.44,23,7.07,4.17,41.5,1101
Tyrrell Pigrome,QB,Towson,5093,204,0938,3158,7338,4.70,--,7.47,4.69,30.5,0900
Darian Street,WR,Towson,6016,169,0938,3138,7468,4.61,--,6.84,4.12,31,0907
Janaz Jordan,IDL,Towson,6032,334,0928,3148,7768,5.11,--,8.45,5.31,26,0808
Tramar Reece,EDGE,Towson,6030,241,0938,3338,8058,4.96,--,7.32,4.81,33.5,0905
Brooks Parker,LB,Delaware State,6001,225,0858,3118,7500,4.80,19,7.48,4.69,34.5,0911
Darian Bryant,OT,Virginia Union,6051,315,1038,3400,8118,5.36,20,8.51,4.84,28.5,0806
Eric Abojei,G,Wyoming,6035,355,0918,3548,8418,--,17,--,--,25,0709
Preston Hutchinson,QB,Chattanooga,6014,194,0858,3078,7478,4.93,--,7.27,4.50,27.5,0811
Tyron Arnett,WR,Chattanooga,5106,182,0918,3058,7400,4.76,14,7.55,4.44,29,--
McClendon Curtis,G,Chattanooga,6057,324,1028,3500,8378,DID NOT TEST - COMBINE,,,,,
Devonnsha Maxwell,IDL,Chattanooga,6015,290,0968,3318,7978,5.19,30,7.83,4.74,28.5,0810
Austin Collier,LB,Chattanooga,6001,245,0918,3178,7518,4.68,22,7.27,4.38,33,--
Kam Jones,LB,Chattanooga,5110,213,0858,3238,7518,4.88,22,7.84,4.68,26,0900
CaMiron Smith,CB,Chattanooga,5094,173,0868,3138,7518,4.69,15,7.30,4.38,--,--
Zay Brown,S,Chattanooga,5101,196,0848,3128,7500,4.88,15,7.03,4.45,29,1000
Gabe Boring,P,Chattanooga,5090,184,0728,2838,6818,--,--,--,--,25.5,--
Dante Bivens,G,Colorado State,6036,349,0968,3218,7718,5.90,21,8.70,5.26,24,0705
Gray Davis,G,Colorado State,6041,320,0978,3228,7768,5.36,24,8.10,4.90,25.5,0804
Dontae Keys,G,Colorado State,6050,343,0918,3438,8168,5.92,22,8.78,5.46,19.5,0707
Brandon Hickerson-Rooks,EDGE,Colorado State,5115,228,0978,3168,7628,4.77,21,7.53,4.37,30,0910
CJ Onyechi,EDGE,Colorado State,6003,241,0928,3138,7648,4.89,19,7.44,4.25,31,0905
Cam'Ron Carter,LB,Colorado State,6010,227,0918,3200,7818,4.77,23,7.60,4.56,28.5,0908
Dequan Jackson,LB,Colorado State,6014,214,0968,3200,7868,4.66,15,7.08,4.34,33.5,0911
Greg Laday,CB,Colorado State,5107,187,0838,2958,7178,4.49,9,7.36,4.39,33.5,1002
Michael Boyle,K,Colorado State,6006,197,0858,3158,7700,DID NOT TEST - POSITIONAL ONLY,,,,,
Jacob Raab,LS,Colorado State,6014,243,0948,3158,7728,5.45,14,7.93,4.90,24,--
Mike Roussos,WR,Florida State,6005,199,0958,2958,7228,4.86,17,7.20,4.49,31.5,0911
Ontaria Wilson,WR,Florida State,6001,181,0958,3200,7778,4.60,8,7.16,4.40,32,1001
Camren McDonald,TE,Florida State,6042,237,0928,3248,7618,4.99,19,--,--,30,0909
Wyatt Rector,TE,Florida State,6017,239,1000,3128,7578,4.79,--,7.22,4.44,33.5,0909
Jazston Turnetine,OT,Florida State,6056,331,1078,3438,8618,5.49,22,8.27,5.01,23,0805
D'Mitri Emmanuel,G,Florida State,6016,298,0900,3118,7618,5.40,20,7.63,4.76,26,0804
Dillan Gibbons,G,Florida State,6040,312,1078,3358,8358,5.57,18,7.63,4.96,25.5,0806
Robert Cooper,IDL,Florida State,6015,309,1028,3128,7618,DID NOT TEST - SHOULDER,,,,,
Leonard Warner III,EDGE,Florida State,6031,252,0928,3168,7918,4.99,22,7.36,4.75,28.5,0810
Jarques McClellion,S,Florida State,5114,200,0848,3118,7428,4.76,17,7.42,4.77,32,0910
Jammie Robinson,S,Florida State,5105,200,0868,2958,7228,--,--,6.89,4.41,--,--
Earl Bostick Jr.,OT,Kansas,6056,309,0948,3418,8068,--,21,7.60,4.63,--,--
Sam Burt,IDL,Kansas,6031,296,0900,3168,7900,5.26,30,7.67,4.87,26.5,0802
Caleb Sampson,IDL,Kansas,6031,306,1018,3218,7858,5.11,23,7.88,5.00,26.5,0806
Eddie Wilson,IDL,Kansas,6030,306,0918,3468,8338,5.64,20,8.74,5.64,20.5,0709
Zion DeBose,EDGE,Kansas,6015,248,0948,3248,7828,4.95,16,7.42,4.77,27,0810
Malcolm Lee,EDGE,Kansas,6042,250,1028,3258,7900,4.65,15,--,--,34.5,0906
Lonnie Phelps,EDGE,Kansas,6023,244,0928,3238,7538,--,--,7.28,4.51,34,0911
Lorenzo McCaskill,LB,Kansas,6002,223,1000,3228,7738,4.56,--,7.40,4.53,32,0907
Peter Afful,WR,Washburn,5084,174,0948,3138,7458,4.55,13,7.18,4.44,39,1007
James Letcher Jr.,WR,Washburn,5060,168,0900,2828,7048,4.55,13,7.10,4.50,33.5,0907
Hunter Kaufman,WR,West Texas A&M,5093,184,0900,3018,7348,4.42,16,7.59,4.51,37,1001
Adrian Martinez,QB,Kansas State,6017,221,0958,3128,7658,4.55,--,--,4.21,36,0907
Deuce Vaughn,RB,Kansas State,5050,179,0948,2768,6700,4.56,--,7.10,4.22,--,--
Malik Knowles,WR,Kansas State,6022,196,0868,3228,7758,DID NOT TEST - COMBINE,,,,,
Kade Warner,WR,Kansas State,6007,203,0958,3100,7548,4.72,13,7.02,4.23,35,0900
Sammy Wheeler,TE,Kansas State,6044,232,0938,3128,7800,4.79,--,7.50,4.31,31.5,0908
Robert Hentz II,IDL,Kansas State,6000,274,0948,3038,7578,5.21,--,8.20,5.35,25,0808
Eli Huggins,IDL,Kansas State,6037,295,0958,3178,7678,--,29,7.62,4.62,27,0810
Felix Anudike-Uzomah,EDGE,Kansas State,6031,255,0958,3348,8048,--,--,6.94,4.34,34,1004
Ekow Boye-Doe,CB,Kansas State,5115,177,0878,3048,7348,4.39,--,--,4.22,37,1003
Julius Brents,CB,Kansas State,6026,198,0958,3400,8258,DID NOT TEST - COMBINE,,,,,
Drake Cheatum,S,Kansas State,5090,191,0918,3148,7378,4.71,17,7.28,4.53,32.5,0906
Josh Hayes,S,Kansas State,5111,197,0868,3100,7618,4.47,16,7.07,4.53,32,0910
Ty Zentner,P,Kansas State,6015,199,0900,3078,7518,DID NOT TEST - POSITIONAL ONLY,,,,,
Jake Dunniway,QB,Sacramento State,6004,229,--,--,--,DID NOT TEST - POSITIONAL ONLY,,,,,
Pierre Williams,WR,Sacramento State,6010,218,1018,3148,7638,4.69,--,6.99,4.62,36.5,1003
Paul Sogialofa,G,Sacramento State,6033,325,1048,3328,8218,5.80,14,8.37,5.28,24.5,0705
Brandon Weldon,G,Sacramento State,6021,299,1000,3378,8068,5.02,16,8.09,4.88,30,0808
Ariel Ngata,EDGE,Sacramento State,6022,220,0958,3278,7848,4.84,14,7.32,4.39,31.5,1003
Marte Mapu,LB,Sacramento State,6030,221,--,--,--,DID NOT TEST - PECTORAL,,,,,
Prince Washington,CB,Sacramento State,5080,180,0828,2948,7100,4.52,21,7.08,4.51,31.5,--
Kyle Sentkowski,K,Sacramento State,5115,200,--,--,--,DID NOT TEST - POSITIONAL ONLY,,,,,
Elijah Dotson,RB,Northern Colorado,5092,202,0878,3078,7368,4.53,21,7.39,4.26,33.5,1001
Landon Wolf,WR,South Dakota State,5077,169,0928,2928,7100,4.57,8,7.18,4.40,31.5,0905
Tucker Kraft,TE,South Dakota State,6046,254,1000,3268,7938,4.63,--,--,--,36.5,--
Caleb Sanders,IDL,South Dakota State,6003,287,0878,3100,7618,4.99,31,7.27,4.54,35.5,0900
Malik Lofton,CB,South Dakota State,5085,190,0848,3078,7300,4.65,--,7.14,4.44,38.5,0910
Eli Weber,S,Augustana,5114,210,0900,3100,7368,4.65,16,7.18,4.34,35.5,1001
Jeremiah Bridges,WR,South Dakota Mines,5097,185,0858,3218,7518,4.61,12,7.04,4.40,33,0910
Khyon Fitzpatrick,S,New Haven,5094,189,0918,3028,7428,4.69,--,7.36,4.41,32.5,0910
Malik Flowers,WR,Montana,5113,193,0828,3238,7528,4.52,12,7.13,4.38,34,1000
Eli Alford,IDL,Montana,6010,294,0948,3168,7638,5.31,31,7.94,4.81,--,--
Patrick O'Connell,LB,Montana,6011,227,0948,3178,7778,4.70,--,6.97,4.28,38.5,1002
Marcus Welnel,LB,Montana,6000,223,0958,3068,7400,4.77,27,7.33,4.38,36.5,0911
Jayden Dawson,CB,Montana,5094,179,0818,2938,7138,4.78,--,--,4.40,30,0906
Justin Ford,S,Montana,6002,201,0858,3128,7448,4.68,20,7.19,4.45,35,0907
Adam Botkin,K,Montana,6037,206,0948,3100,7728,4.69,--,--,--,35.5,--
Kyeon Taylor,CB,Kean,6010,202,0918,3168,7628,4.86,5,7.48,4.66,25,0806
Nazier Wright,LB,William Paterson,6021,220,0958,3368,8100,4.75,12,7.31,4.45,25.5,0906
Ravi Alston,WR,Montana State,6024,204,--,--,--,DID NOT TEST - SHOULDER,,,,,
Willie Patterson,WR,Montana State,5091,182,0938,3000,7318,4.67,15,7.09,4.28,34,0907
Callahan O'Reilly,LB,Montana State,6022,230,0928,3018,7518,4.71,24,7.08,4.41,37.5,1003
James Campbell,CB,Montana State,5113,183,0918,3118,7578,4.45,14,6.81,4.19,37,1009
Tyrel Thomas,CB,Montana State,5073,171,0878,2968,7238,4.68,10,7.25,4.65,36.5,1004
Jeffrey Manning Jr.,S,Montana State,6003,200,0878,3218,7548,4.79,8,7.20,4.48,29.5,0903
Ty Okada,S,Montana State,5106,193,0948,3100,7328,4.47,16,6.85,3.98,40.5,1009
